norm,BNC_2_4m_Count
paisley-based,1
chair,162
earnings,59
group,925
clock,75
denny,4
endorsed,21
belinda,22
ibm,96
sheila,23
busy,99
ancestors,28
ε,2
audit,40
contending,1
atlanticists,1
american,326
senior,175
countryside,90
concubines,2
summerchild,4
tectonics,4
step,157
thanks,141
total,365
valid,47
scribbled,10
butthole,2
bradshaw,9
bronte,1
michael,199
coronation,20
smaller,180
introduced,171
labelled,39
keen,84
clear,527
infertility,3
implementing,24
controversy,42
leadership,91
cleanliness,9
siege,21
macdonald,20
superman,3
security,300
gift,51
chancellor,78
august,166
1986,187
classes,143
steward,24
aposiopesis,1
lining,17
careful,101
warden,17
weeks,336
complacent,4
striking,65
seemed,473
concept,140
neighbourhood,29
apply,172
buck,11
character,192
bow,25
knowing,106
leash,5
comparable,48
cost,449
robs,5
armaments,3
horrors,12
turning,150
aim,142
"£135,000",2
minerals,18
immediate,128
nursing,68
magnetic,35
strawberries,9
1.2,13
doc,8
grim,16
correctly,35
detained,14
freight,22
constraints,38
tread,10
listen,130
metal,89
mundane,4
pointing,42
deer,11
europe,352
shot,186
percy,6
dry,145
mostly,64
ideals,13
painful,38
bute,2
mignon,2
religion,86
shakespeare,39
lords,79
thinking,263
professor,102
hopping,7
cell,123
estimates,62
conservation,97
oldham,6
familiar,110
datasets,4
accountant,14
technology/learning,1
$120,1
ill,100
greenbelt,14
leece,1
fixed,123
drive,191
baffled,6
unit,240
favour,149
pedestrian,15
skill,81
deteriorating,7
chelsea,25
political,631
manner,122
confusion,71
mode,54
5000,6
6,286
articled,1
person,504
unions,97
slots,12
weight,192
vernon,11
inevitable,46
access,223
possibly,165
pellet,5
underpaid,1
communication,124
daughter,209
consider,248
arterial,6
ended,136
wiping,15
catholic-led,1
phenotypic,3
obex,1
ham,44
césar,3
suddenly,211
thimble,2
foremost,11
scrub,11
highly,202
duck,31
fixative,2
bright,112
snugly,3
1981,111
honestly,27
repeatedly,27
roof,82
ensured,22
teams,82
proofs,7
heather,25
fees,60
antimutagens,1
1984,114
studying,47
catechesis,1
500is,1
percolate,1
departing,5
response,238
ignition,6
politics,165
berndt,3
achievements,33
dolphin,19
processing,65
repealed,5
conducting,19
natus,1
ingredients,18
chosen,118
vixen,3
areas,490
recolonised,1
imf,26
england,484
chatter,5
eventually,190
divide,43
benny,16
identified,129
particularly,421
bottom,161
degradation,11
results,323
organisational,27
grimma,8
profile,48
availability,39
necessitated,5
hooves,5
whatever,290
appeared,218
famous,115
residents,86
die,126
european-sized,1
ferdinando,1
technical,135
lead-up,1
recruitment,45
exposing,11
reserves,39
recent,344
right-hand,19
oapec,1
convey,21
america,221
conflict,123
ted,23
0.1825418,1
walters,6
pernod,1
democrats,41
tenure,19
bodies,148
researchers,60
conversations,18
lewis,80
blooms,5
student,133
bubble-shaped,1
accountability,34
acceptance,51
approach,376
specific,226
fervently,4
double,159
audience,106
precedent,18
sri,28
brain,98
hum,5
huddles,1
incredibly,15
acorn,6
comprehensive,70
well-cared,1
cinema,44
margaret,81
chin,31
yu,16
obtain,99
butter,37
kind,508
teased,8
require,143
halls,22
practice,336
goodnight,14
absolutely,115
inkling,2
scored,69
1997,7
commends,3
clay,36
dinosaur,6
packaging,24
straight,238
assist,45
caught,180
imperiously,1
39,31
windows-based,1
expected,339
explained,144
age,425
837,2
depend,75
tents,11
ports,30
black,526
affected,126
nice,287
families,212
answers,77
gill,17
incentive,36
compatible,17
j.,97
becoming,157
allows,95
explains,49
recognised,106
payment,108
extent,221
rejected,105
transfer-listed,1
lace,18
banking,49
sunday,211
self-interested,3
uses,128
opportunity,187
scattered,34
afford,100
table-football,1
anaesthetic,9
atalanta,2
ic2,3
transit,14
deal,325
fax,24
nationalism,32
personality,55
brazil,34
review,214
couch,11
residential,66
opposites,2
presented,165
sensitive,78
gives,241
von,18
reflects,51
covered,171
disciplined,10
child,496
room,618
incoming,10
discipline,110
burns,29
rome,90
intellectual,59
aggie,5
agriculture,69
wilenius,1
sweet,70
junior,58
roots,59
assuming,44
thatcher,76
parties,274
swastika,6
montagu,6
routine,58
exercising,16
scientifically,10
bobbie,4
justified,48
chargor,1
track,116
wrecked,9
remains,174
appalling,22
lou,14
criticized,28
yogurt,3
proud,68
b,406
horrendous,11
delights,7
comfy,2
sending,52
emerged,64
parts,243
communism,23
bowlers,13
vetoed,3
marketing,109
hearing,124
mine,129
ultimately,52
hector,19
massifs,2
backstreet,2
managing,77
plane,78
byrne,13
jim,74
enemies,26
atmosphere,91
conifer,6
walk,209
keeping,141
followed,324
anti-lesbianism,1
turnover,63
objectives,87
drilling,14
versions,41
shrinkage,4
ability,196
estimated,115
agree,160
dryly,6
town,363
crossed,62
establish,117
widower,2
grounds,132
call,377
conference,183
themselves,487
competition,203
described,320
gps,14
meechai,1
thousands,98
spurs/jews,1
rid,55
crowe,9
scotland,280
1934,16
spent,242
mbe,4
billion,102
vienna,29
movements,108
temple,46
requirement,65
cover,225
native,62
hotel,241
individual,370
fewer,66
seems,455
boom,23
4oz,5
theme,86
airport,75
1970,43
aerospatiale,2
investigating,40
impoverished,9
drink,160
dolls,6
mayor,53
frowned,29
crohn,15
methods,157
maverick,2
chap,29
polymers,11
presley,3
roll,84
plymouth,16
fellows,15
area,702
conception,42
grown,74
rainford,1
signal,58
underneath,49
organisers,25
ryley,7
minus,33
definition,100
toluene,2
perfect,123
stem,27
talent,49
badgers,9
vol.,35
hour,246
shaping,9
conditions,323
littlewoods,3
slopping,4
continued,278
usual,143
laura,58
urging,17
importance,209
coloured,37
leaders,146
decide,151
enable,90
frostbite,3
fog,14
saying,389
duke,70
granny,14
ingested,10
ascot,8
rover,28
sucking,18
bandung,1
pale,65
downside,4
schemes,103
nets,19
deafening,4
boys,189
beattie,6
provinces,23
choirs,7
regional,187
duress,3
burst,42
biographica,1
mckeich,1
troop,12
mechanism,59
thomas,148
rouse,1
runners,16
father-of-three,2
internally,12
counter,42
energy,258
federally-prescribed,1
financial,382
unity,52
application,195
chase,30
smell,61
giles,17
commented,49
logic,45
written,266
stance,45
1952,20
treaty,120
formed,150
spokesman,92
permitted,51
demerara,2
terrible,99
neglected,22
0.75,4
cockcrow,1
commissioner,39
ankle,23
kick,51
scrutinies,1
realistic,43
intermediate,34
textures,3
reversionary,1
suffered,135
agreed,311
organisation,185
weed,13
emergence,33
struggle,99
discussion,176
claimed,180
fenton,6
amongst,95
meaningful,22
collection,158
commons,73
air-conditioning,8
wheel,47
tube,37
spend,159
sprint,7
tropical,28
ride,64
recollections,2
paused,45
gambles,3
meters,7
physical,215
admissions,10
worked,242
tolerated,6
biscuits,25
assignments,12
sessions,42
perceive,14
meant,214
omission,14
james,204
talks,154
accept,217
supplementing,2
applicability,7
railways,55
linkage,6
home-loans,1
read,350
nils,4
part-time,39
pens,12
impossible,128
roman,111
replaced,119
firms,184
unbeaten,11
committee,392
disclosed,24
assume,91
rapidly,93
stelai,1
awards,44
shareholder,23
constitute,38
lack,202
stonework,4
legislative,45
unto,9
function,175
arranging,23
official,195
whitey,2
roost,6
pos,1
easy,297
cross-eyed,2
all-too-well,1
coleman,26
bunnymen,2
orienteering,2
estimate,58
contain,78
occasion,95
fruits,25
sociologically,1
finally,270
pearce,15
monsoon,7
universe,61
practise,29
ocean,52
hbv,5
flown,28
critics,71
expressly,12
bright-bladed,1
expatriate,8
prestige,19
spell,31
responsibility,196
aix,8
plastic,92
board,294
bayly,1
stopped,195
shore,38
sixteen,58
drily,8
stand,218
£14.99,5
nf-m,1
pozidriv,1
antibiotics,10
anythin',2
unless,237
linz,1
autoimmune,1
logbook,1
devil,50
nicholas,44
maps,36
40,124
hoping,66
vendor,37
beady,3
bounce,7
patient,156
times,651
bp,19
club,357
secretary,324
goods,220
aid,181
-1,9
commentary,27
stir,27
580,1
canada,73
instantly,30
h,131
music,305
jumper,10
bungalows,7
pee-wit,1
o'clock,101
april,309
graphical,17
+27,1
stress,115
lots,99
vastness,2
cuvée,3
spin,15
publish,30
pattern,187
co-operation,79
spreads,12
richer,22
various,304
dudley,15
teaspoon,4
doctor,207
pre-empt,4
sexual,137
chairmen,13
master,152
articles,61
brass,27
old-fashioned,18
effigy,3
exonuclease,2
mother,530
liberation,37
pitch,60
humans,53
horizon,28
strap,12
last-ditch,2
1975,70
cole,10
ministry,109
judgment,68
telling,133
dog,177
seeing,135
beat,126
puppies,6
visually,15
hated,30
domestic,168
adelphi,3
representation,68
choose,157
acreage,1
murray,40
building,391
£35,3
boat,106
confession,13
teacher,180
received,274
inside,292
nurturing,3
links,102
fly,74
beating,42
evaluating,6
scottish,210
moderate,41
keefe,1
impose,39
educated,47
capable,112
shouted,54
chimney,13
t,160
lying,91
machynlleth,3
shoulders,88
curriculum,116
tv,138
thirty,174
intended,168
hence,97
skinner,8
excellent,126
apla,1
saints,22
treated,142
dar,2
criteria,78
fénéon,1
colleges,50
remembered,109
follows,133
wishart,4
no.,77
pepper,22
match,190
369p,1
uttered,12
washington,69
wonder,141
reaching,39
claiming,38
involving,102
intensities,6
speech,159
porter,23
visual,63
paragliding,1
trading,106
dessert,14
societies,92
marshal,12
marketers,3
fish,242
magistrates,49
reaping,4
bed-linen,1
clenched,15
confessed,21
welfare,96
widest,11
bends,9
10,376
ruins,15
chocolate,51
forced,153
shop,223
tribschen,1
crown,124
popular,193
admits,23
pet-owners,1
ensures,19
greatest,109
£242m,1
jez,4
seoul,6
resemblance,8
landing,45
beijing,9
end-users,3
showoff,1
collaboration,31
breeding,45
shape,148
sorry,212
lamb,43
kept,279
motorway,25
laugh,75
promote,69
stranger,38
dunlop,11
serum,38
monthly,43
condition,181
crossing,50
ltd,103
apparent,101
unpredictable,15
sexually,27
twenty,305
hadfield,1
co.,16
method,196
jukebox,1
adult,101
consumer,109
futures,37
squalls,1
performed,80
publicly,39
pester,2
hp,20
steve,107
moscow,70
crèmes,1
gain,106
evangelical,12
progressively,15
interest,587
reference,170
volga,7
richmond,19
scandal,22
brilliant,80
e.g.,112
deeply,86
silvered,4
dye,11
pm,23
blamed,17
fields,129
preparations,23
declared,104
hon.,244
discussed,154
located,54
sclerosis,6
entrusted,6
volunteering,5
technically,20
nica,1
jars,10
wine,155
halberd,1
preferably,19
northwards,8
ehlers,1
corbett,34
presidency,20
rights,297
aliens,10
slender,16
infrequently,3
25,164
sponsor,15
seizure,3
scolded,1
sneak,12
played,250
practitioners,45
secretariat,13
player,129
hunt,54
reluctantly,20
manchester,111
telephone,187
potidaia,1
engels,12
drunk,38
foreground,7
floor,225
aids,83
simply,365
caves,17
helping,101
clarke,39
nineteen,113
matters,213
turbulence,10
rates,233
heard,407
universal,54
elmer,2
researched,5
begins,81
alleged,56
scholes,2
karen,41
drain,28
recruit,21
footpaths,7
kerry,5
conferred,16
hindu,7
propose,37
solve,41
findlater,1
aunt,53
ken,73
willis,8
affluent,8
edberg,2
interface,47
microcomputer,9
disastrous,24
1.6m,1
gold,154
speaker,202
binary,22
finger,64
placing,35
lapd,1
shadow,71
whores,2
whatsoever,17
pledges,4
suspended,56
events,213
anything,575
protested,28
oliver,53
et,121
evasive,4
bt,18
£12.50,5
repudiate,2
investigation,95
frame,62
congress,120
nearer,37
directing,10
quietly,79
deeper,44
premises,73
legs,113
parliamentary,92
branch,124
matching,26
superstrats,1
horses,86
blaming,12
frames,20
nailing,1
aries,1
equivalent,99
moonlight,15
position,465
dunning,3
capitalist,58
approaches,67
sex,166
shooting,43
evaluative,4
oneself,16
dangerous,128
mould,15
telescope,11
likeness,7
wet,92
clark,28
unavailable,9
proceeds,33
freezing-in,1
plan,324
bond,55
shelters,5
luke,65
fucking,65
won,224
wallingford,12
anglia,17
fig.,133
army,249
twist,26
altogether,73
flagging,4
straits,8
sept.,79
agents,93
looking,534
fire,300
belong,46
spanish,80
sampling,19
des,42
ni,25
sighs,5
saracenic,1
interactive,20
briefings,3
tragedy,27
fu,15
undertaken,68
copper,50
bid,87
pakistani,12
,88
evening,292
meadow,13
£170,5
shallow,36
dressing-gown,7
arm,180
tasks,88
50,124
gauci,1
functional,37
equilibrium,33
soldiers,76
lewes,6
trebled,2
starfish,2
intact,26
unlike,104
quality,362
ski-ing,2
accumulate,11
clues,12
iraqi,47
surprised,111
style,207
significant,253
holds,60
popularity,33
advantages,53
rubbish,48
commercial,169
wednesday,93
fin,5
unemployed,53
litigation,21
£,8
scott,63
increasing,190
rises,41
postlethwaite,1
god,502
talking,294
14,161
fill,85
self-determined,1
faced,117
brurgh,1
combining,20
},11
coaches,22
anal,13
joint,148
stimulate,24
gloss,9
intervention,77
attorney,17
orca,1
backwardly,1
helicopter,21
pleasure,114
wonderful,104
hvs,3
occurrence,19
irreplaceable,2
colleagues,124
deposits,47
danced,21
hiv,49
repeated,74
lake,72
peculiar,38
greeks,8
discovery,58
knocked,39
descending,13
ecumenism,1
privatised,12
877–8/1472–3,1
fsa,7
hertford,1
bearing,72
contents,67
letter,296
11%,2
"£4,000",5
affix,3
gains,48
boy,288
animals,205
wrote,209
rats,41
computer,278
illusions,11
ironically,17
holistic,12
guidici,1
16mb,2
kiss,49
aminu,1
oak-faced,1
11,198
landings,4
bookkeeping,1
hose,8
pails,3
genes,47
webs,3
tees,12
means,552
david,322
authorities,277
indemnity,22
edward,130
dio,1
1968,49
communes,7
losses,90
masters,32
nov.,76
affects,36
physics,41
janata,4
boo,6
features,189
speaking,113
g,132
rainfall,9
funniest,1
difficulties,124
promises,40
easter,44
theoretical,66
belief,121
poison,12
stated,93
flames,22
plausible,22
learn,184
tick,8
sees,84
supper,36
pressure,258
franz,8
don,41
foam,17
freezing,30
ownership,63
sweeps,3
chartered,19
exist,109
dovercourt,2
correct,124
shout,26
concentrate,69
poems,37
lanceolate,1
avenue,30
tight,74
little-endian,1
unstable,16
jack,106
curry,12
belonged,38
largest,111
carrying,126
entry,110
verde,3
disinterested,7
fourth,122
charge,224
purchased,30
decreases,6
corso,1
resource,53
choice,245
leg,126
programs,39
guns,57
diet,87
article,137
lane,100
status,210
wars,44
caring,51
alarm,58
'60s,8
skilled,32
unexpected,48
kingdom,123
unemployment,130
kelly,52
eighty,77
siegfried,4
junction,33
goalscorer,2
adds,48
crisis,130
forecast,26
theory,297
superior,44
putney,3
payne,8
eligible,30
re-enters,1
hoare,4
mid-1960s,2
jolly,20
cerium-based,1
helpful,61
sheldrake,1
legally,15
raised,202
afterwards,103
70's,2
contestants,6
contract,291
above,529
evaluation,60
perrier,7
reply,76
check,145
auto,10
republican,43
chlorine,3
production,311
baldwin,26
test,325
miles,209
planning,326
italy,95
till,113
1978,90
devious,8
dioxide,38
menace,14
wilfrid,5
regain,11
mantelpiece,9
eighteen,60
photographer,29
facilitated,6
benefit,222
ii,171
prize,66
heritage,47
internal,126
wilderness,17
conclude,31
meeting,400
nerves,25
hits,23
amabel,3
price,405
bishop,89
diversity,26
champion,59
pomgol,1
garden,234
normal,272
truna,2
attack,200
counter-attack,2
atabey,1
1956,25
drawing,112
orang-utans,1
married,193
typist,5
conflicts,24
furniture,68
1.4,13
referring,34
accidents,46
entangled,5
co-ordinated,10
compete,44
texture,22
fast,136
charming,31
harassment,14
assures,3
combine,35
bounced,21
disputed,12
quarterback,1
rehearsal,10
plundering,3
looks,244
austen,7
grand,123
1988,227
marred,8
oed,3
isolated,65
prisoner,40
buffet,13
media,161
influences,31
silas,12
escape,86
statement,199
roncesvalles,1
evidence,452
cyril,6
tel,39
infringes,3
sir,386
parked,35
prayer,46
phrasing,3
anthropological,8
fabrications,2
causton,1
dissolved,26
clean,141
current,310
game,287
soap,27
aspect,101
sticking,27
least,677
czechs,4
defection,9
slaughtered,5
spread,123
extra,198
commandos,6
useless,22
fistulas,2
comparative,33
i.e.,112
mention,98
increased,287
terribly,24
m,168
pool,103
non-unix,1
*,52
advisory,39
traditionally,35
cuba,26
autumn,82
cluster,24
heavily,69
stable,77
respective,23
cabs,3
tha,13
sound,266
&,298
canadian,37
firing,24
created,181
automata,2
moved,283
costessey,1
stone,160
endoscopic,8
nurses,54
sub-rule,1
referee,41
peru,14
yard,67
wearily,11
toad,8
tragedies,5
desmond,10
0-865420904,1
gdp,18
julius,22
vice,39
five-year,23
trees,192
clemens,2
peel,17
october,227
july,258
sixth,49
leading,224
disabled,71
dividend,30
arrive,58
nightshirts,1
isomers,1
let's,183
ideal,128
others,605
surprising,78
36,42
becomes,188
split,86
epg,2
column,67
genteel,4
goodness,37
bone,48
un-oliver-like,1
cambridge,80
continuous,71
purposes,101
evenings,27
professionals,45
impression,85
auditor,15
gene,56
bonkers,2
existent,2
treasury,51
anthony,54
homogeneous,18
showed,207
commitment,107
holed,3
implemented,32
birds,131
ignored,61
vulcan,2
rustproof,1
albans,11
kernel,4
engaged,62
qualifications,58
ins,4
computing,44
obtaining,35
im,10
dalyell,2
situations,97
marine,51
housed,27
relaxed,50
montrose,6
natural,292
arguable,7
proceedings,78
fiddles,2
wagnerian,2
cadets,7
"£1,230",1
dish,32
sprig,2
concentrates,13
wife,348
fondly,3
muscular,10
databases,20
c.f.,1
col,10
moment,446
heseltine,28
provoke,12
transformation,32
pestle,4
charged,103
nazionale,2
debtor,23
houses,196
iraq,75
overcoming,10
english-speaking,6
wordsworth,15
possession,69
st,263
varied,62
brought,412
barford,1
primate,6
fitzbillies,1
shared,105
landlord,54
unspeakabilities,1
puerile,1
offered,205
foreign,361
